,FIYAT,IL,ILCE,MAHALLE,ARSA_TIPI,METREKARE,TAPU_DURUMU,METREKARE_BIRIM_FIYAT,PARSEL,TAKAS_BILINMIYOR,TAKAS_EVET,TAKAS_HAYIR,KAT_KARSILIGI_EVET,KAT_KARSILIGI_HAYIR,KREDIYE_UYGUNLUK_BILINMIYOR,KREDIYE_UYGUNLUK_UYGUN,KREDIYE_UYGUNLUK_UYGUN DEGIL
16057,100000,IZMIR,TIRE,DEREBASI,BAHCE,380,MUSTAKIL PARSEL,657.8888888888889,315.44444444444446,0,0,0,0,1,0,0,0
16058,650000,DUZCE,MERKEZ,YESILTEPE,BAHCE,11200,MUSTAKIL PARSEL,423.5,201.0,0,0,0,0,1,0,0,0
16059,20000,AFYONKARAHISAR,EMIRDAG,UMRANIYE,TARLA,2034,MUSTAKIL PARSEL,345.0,35.0,0,1,0,0,1,1,0,0
16060,42000,BALIKESIR,GOMEC,KOBASLAR,TARLA,4000,MUSTAKIL PARSEL,5268.915384615384,264.3611111111111,0,0,0,0,1,0,0,0
16061,1200000,MUGLA,MENTESE,ORTAKOY,I_K,1074,MUSTAKIL PARSEL,516.95,862.0,0,0,0,0,1,0,0,0
16063,1500000,CANAKKALE,MERKEZ,YAPILDAK,I_K,7000,MUSTAKIL PARSEL,481.75,36.0,0,0,0,0,1,0,0,0
16065,210000,YALOVA,TERMAL,AKKOY,I_K,427,MUSTAKIL PARSEL,32.0,89.66666666666667,0,0,0,0,1,0,0,0
16066,460000,KOCAELI,KANDIRA,CARSI,I_S,295,MUSTAKIL PARSEL,834.5714285714286,5.0,0,1,0,0,1,0,1,0
16068,425000,SAMSUN,TERME,GOKCEAGAC,TARLA,3861,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16069,306000,CANAKKALE,LAPSEKI,ALPAGUT,TARLA,12240,MUSTAKIL PARSEL,516.95,619.0,0,1,0,0,1,0,0,0
16070,450000,MUGLA,BODRUM,YENIKOY KARAOVA,BAHCE,7872,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16072,250000,DENIZLI,MERKEZEFENDI,GOVECLIK,I_K,250,MUSTAKIL PARSEL,7351.9047619047615,623.4848484848485,0,0,1,0,1,0,0,1
16076,300000,AYDIN,NAZILLI,YAYLAPINAR,BAHCE,6500,MUSTAKIL PARSEL,10511.235294117647,235.78947368421052,0,0,1,0,1,0,1,0
16078,85000,CANAKKALE,BAYRAMIC,BEKIRLER,TARLA,4100,MUSTAKIL PARSEL,165.0,255.71428571428572,0,0,1,1,0,0,1,0
16079,75000,BALIKESIR,GOMEC,ULUBEYLER,ZEYTINLIK,1316,MUSTAKIL PARSEL,144.0,23.0,0,1,0,0,1,0,1,0
16082,50000,CORUM,ALACA,CUMHURIYET,I_K,2000,MUSTAKIL PARSEL,34740.208333333336,319.34285714285716,0,0,1,1,0,0,1,0
16083,360000,GAZIANTEP,ISLAHIYE,DERVISPASA,BAG,6000,MUSTAKIL PARSEL,60.0,10.0,0,0,1,0,1,0,0,1
16084,70000,ESKISEHIR,TEPEBASI,TURGUTLAR,TARLA,5100,MUSTAKIL PARSEL,39.0,12.222222222222221,0,0,1,0,1,0,0,1
16085,455000,YALOVA,TERMAL,AKKOY,I_K,801,MUSTAKIL PARSEL,580.0,6.0,0,0,1,0,1,0,1,0
16087,1100000,TEKIRDAG,SULEYMANPASA,NAMIK KEMAL,I_K,850,MUSTAKIL PARSEL,464.9,1.0,0,0,1,0,1,0,0,0
16088,105000,MUGLA,MILAS,PINARCIK,ZEYTINLIK,2873,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,1,0,0
16089,1144500,TEKIRDAG,SARKOY,KIZILCATERZI,TARLA,16350,MUSTAKIL PARSEL,70.0,89.66666666666667,0,0,0,0,1,0,0,0
16091,130000,BURSA,IZNIK,ELBEYLI,ZEYTINLIK,850,MUSTAKIL PARSEL,464.9,614.2,0,0,0,0,1,0,0,0
16092,1250000,KONYA,MERAM,AYANBEY,I_K,2400,MUSTAKIL PARSEL,50.0,836.6153846153846,0,0,0,0,1,0,1,0
16093,1085000,BURSA,YENISEHIR,FETHIYE,BAHCE,10850,MUSTAKIL PARSEL,19.0,1.0,0,0,0,0,1,0,0,0
16094,635000,MUGLA,ORTACA,OKCULAR,I_K,667,MUSTAKIL PARSEL,100.0,169.5,0,0,1,0,1,0,1,0
16095,520000,MUGLA,KOYCEGIZ,CANDIR,TARLA,6093,BILINMIYOR,516.95,89.66666666666667,0,0,1,0,1,0,1,0
16096,1000000,ISPARTA,MERKEZ,KULEONU (YENICAMI),BAHCE,2550,MUSTAKIL PARSEL,105.0,201.5,0,0,0,0,1,0,0,0
16097,650000,IZMIR,FOCA,YENIBAGARASI,I_K,1472,MUSTAKIL PARSEL,390.0,2.0,0,0,1,0,1,0,1,0
16098,350000,ESKISEHIR,TEPEBASI,EGRIOZ,TARLA,2200,MUSTAKIL PARSEL,129.33333333333334,365.1666666666667,0,0,1,0,1,0,1,0
16099,440000,BALIKESIR,GOMEC,KUYUALAN,I_K,1490,MUSTAKIL PARSEL,516.95,121.5,0,0,0,0,1,0,0,0
16100,155000,KAHRAMANMARAS,DULKADIROGLU,DERELI,BAG,1115,MUSTAKIL PARSEL,150.0,10.0,0,1,0,0,1,0,0,1
16101,600000,BURSA,MUSTAFAKEMALPASA,KUMKADI,CIFTLIK,1706,MUSTAKIL PARSEL,516.95,57.0,0,1,0,0,1,0,1,0
16102,350000,BURSA,KESTEL,AKSU,BAHCE,2166,MUSTAKIL PARSEL,162.0,89.66666666666667,0,0,1,0,1,0,1,0
16105,280000,SAKARYA,GEYVE,SUCATI,TARLA,13000,MUSTAKIL PARSEL,2302.6666666666665,134.57142857142858,0,0,0,0,1,0,0,0
16106,1150000,BURSA,YILDIRIM,HAMAMLIKIZIK,TARLA,5117,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16108,137500,BALIKESIR,BURHANIYE,CORUK,I_K,310,MUSTAKIL PARSEL,564.2,1.0,0,1,0,1,0,0,1,0
16110,1000000,BALIKESIR,BANDIRMA,EDINCIK,TARLA,4000,HISSELI TAPU,250.0,264.3611111111111,0,0,1,0,1,0,0,1
16112,1400000,AYDIN,CINE,HAMITABAT,K_T,292,MUSTAKIL PARSEL,1027.0,89.66666666666667,0,0,1,0,1,0,1,0
16116,1325000,MUGLA,ULA,DEMIRTAS,I_K,3356,MUSTAKIL PARSEL,516.95,4.0,0,0,1,0,1,0,1,0
16117,1750000,ANTALYA,DOSEMEALTI,YESILBAYIR,I_K,2038,MUSTAKIL PARSEL,442.0,89.66666666666667,0,0,0,0,1,0,0,0
16118,35000,IZMIR,BAYINDIR,CENIKLER,BAHCE,172,MUSTAKIL PARSEL,516.95,16.0,0,0,0,0,1,0,0,0
16121,400000,MUGLA,BODRUM,GUVERCINLIK,I_T,690,MUSTAKIL PARSEL,530.0,1.0,0,0,0,0,1,0,1,0
16124,960000,TEKIRDAG,SULEYMANPASA,BARBAROS,I_K,1203,MUSTAKIL PARSEL,62.0,89.66666666666667,0,0,1,0,1,0,1,0
16125,795000,CANAKKALE,MERKEZ,ASAGIOKCULAR,TARLA,6306,MUSTAKIL PARSEL,24.0,9.0,0,0,0,0,1,0,0,0
16126,150000,KAYSERI,KOCASINAN,GOMEC,BAG,1362,MUSTAKIL PARSEL,110.0,786.0,0,0,1,0,1,0,1,0
16127,285000,ESKISEHIR,TEPEBASI,MUTTALIP KOYUNLAR,TARLA,1865,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16128,165000,ANTALYA,MANAVGAT,SEYDILER,TARLA,17300,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16129,270000,BALIKESIR,AYVALIK,FETHIYE,ZEYTINLIK,6666,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16130,390000,ESKISEHIR,TEPEBASI,SATILMISOGLU,TARLA,8200,MUSTAKIL PARSEL,50741.0,690.0,0,0,1,0,1,1,0,0
16131,650000,EDIRNE,MERKEZ,TAYAKADIN,TARLA,4980,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16135,145000,AYDIN,GERMENCIK,ORTAKLAR,I_K,322,MUSTAKIL PARSEL,400.0,9.0,0,1,0,1,0,0,1,0
16136,1124000,ISTANBUL,BUYUKCEKMECE,KAMILOBA,TARLA,4000,MUSTAKIL PARSEL,280.0,264.3611111111111,0,0,1,0,1,0,1,0
16137,169500,ANKARA,GOLBASI,YAYLABAG,BAHCE,761,HISSELI TAPU,223.0,15.333333333333334,0,0,1,0,1,0,0,1
16138,124000,ANKARA,CANKAYA,YASAMKENT,M_A,62,MUSTAKIL PARSEL,2000.0,19.0,0,0,0,0,1,0,0,0
16139,390000,BALIKESIR,HAVRAN,HAMAMBASI,ZEYTINLIK,8300,MUSTAKIL PARSEL,6758.833333333333,463.25,0,0,0,0,1,0,0,0
16141,55000,TEKIRDAG,SARAY,YUVALI,TARLA,410,HISSELI TAPU,454.6,124.125,0,0,1,0,1,1,0,0
16143,265000,KAYSERI,HACILAR,BEGENDIK,BAG,1100,MUSTAKIL PARSEL,267.6666666666667,481.0769230769231,0,0,1,0,1,1,0,0
16144,780000,ANKARA,CUBUK,GULDARPI,I_K,1859,MUSTAKIL PARSEL,419.0,1.0,0,1,0,1,0,0,1,0
16145,125000,KAYSERI,DEVELI,GUNEYASAGI,TARLA,4049,MUSTAKIL PARSEL,516.95,18.0,0,0,0,0,1,0,0,0
16147,200000,MUGLA,MENTESE,CAMOLUK,ZEYTINLIK,16226,MUSTAKIL PARSEL,12.0,2.0,0,0,1,0,1,0,0,0
16148,70000,CANAKKALE,BIGA,GUVEMALAN,TARLA,4750,MUSTAKIL PARSEL,47173.333333333336,168.71428571428572,0,0,0,0,1,0,0,0
16150,460000,BALIKESIR,EDREMIT,ISKELE,ZEYTINLIK,2583,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16151,25000,BURSA,MUSTAFAKEMALPASA,MELIK,TARLA,370,MUSTAKIL PARSEL,723.4285714285714,261.4,0,0,1,0,1,1,0,0
16155,300000,ESKISEHIR,TEPEBASI,TURGUTLAR,TARLA,2445,MUSTAKIL PARSEL,516.95,29.0,0,0,0,1,0,0,0,0
16156,524000,BALIKESIR,BURHANIYE,CUMHURIYET,I_K,438,MUSTAKIL PARSEL,787.0,2.0,0,0,1,0,1,0,1,0
16157,200000,ESKISEHIR,ODUNPAZARI,KALKANLI,TARLA,7500,MUSTAKIL PARSEL,3517.7,263.27777777777777,0,0,1,0,1,0,0,1
16159,1000000,IZMIR,KEMALPASA,YUKARIKIZILCA MERKEZ,BAHCE,10000,MUSTAKIL PARSEL,4065.548387096774,287.3333333333333,0,0,0,0,1,0,0,0
16160,385000,BURSA,MUSTAFAKEMALPASA,KESTELEK,TARLA,13600,MUSTAKIL PARSEL,380000.0,428.0,0,1,0,0,1,0,0,1
16161,115000,ESKISEHIR,ODUNPAZARI,EMEK,I_K,130,MUSTAKIL PARSEL,12.0,5.0,0,0,0,0,1,0,0,0
16163,760000,IZMIR,FOCA,YENIBAGARASI,TARLA,7420,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
16165,260000,BURSA,OSMANGAZI,SEC,I_K,723,MUSTAKIL PARSEL,360.0,28.0,0,0,1,0,1,0,0,1
16166,630000,MERSIN(ICEL),TARSUS,GAZILER,I_K,630,MUSTAKIL PARSEL,376.6666666666667,14.333333333333334,0,0,0,0,1,0,0,0
16168,460000,MUGLA,MENTESE,YERKESIK,CIFTLIK,4660,MUSTAKIL PARSEL,516.95,1.0,0,0,1,0,1,0,0,1
16170,165000,BURSA,YENISEHIR,BARCIN,TARLA,4200,MUSTAKIL PARSEL,15406.8,105.0,0,1,0,0,1,0,1,0
16171,145000,IZMIR,MENDERES,OGLANANASI CUMHURIYET,CIFTLIK,745,MUSTAKIL PARSEL,516.95,586.6666666666666,0,0,0,0,1,0,0,0
16172,380000,ANTALYA,SERIK,KADRIYE,I_K,500,MUSTAKIL PARSEL,3848.1353333333336,297.949494949495,0,0,0,0,1,0,0,0
16174,230000,ANKARA,CUBUK,ESENBOGA MERKEZ,K_T,620,HISSELI TAPU,369.0,3.0,0,0,1,1,0,0,1,0
16175,175000,SAKARYA,GEYVE,AKINCI,TARLA,5250,MUSTAKIL PARSEL,48.0,51.5,0,0,1,0,1,0,1,0
16179,500000,IZMIR,TORBALI,KARAOT,TARLA,8500,MUSTAKIL PARSEL,18329.272727272728,2.5,0,0,1,0,1,0,1,0
16180,210000,CORUM,MERKEZ,MIMAR SINAN,BAHCE,500,HISSELI TAPU,3848.1353333333336,297.949494949495,0,1,0,0,1,0,0,1
16181,180000,TEKIRDAG,ERGENE,IGNELER,TARLA,7150,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
16184,49000,BALIKESIR,AYVALIK,KAZIM KARABEKIR,TARLA,1965,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16185,700000,TRABZON,AKCAABAT,AKCAKALE,I_K,1410,MUSTAKIL PARSEL,180.0,523.0,0,0,0,0,1,0,0,0
16186,435000,ANTALYA,KORKUTELI,NEBILER,M_A,1,MUSTAKIL PARSEL,200.8,506.0,0,1,0,0,1,0,1,0
16191,26000,BALIKESIR,KEPSUT,ISAALAN,TARLA,6200,MUSTAKIL PARSEL,130.0,292.4,0,0,0,0,1,0,0,0
16193,70000,KOCAELI,KANDIRA,SINANLIBILALLI,TARLA,539,MUSTAKIL PARSEL,1206.0,113.0,0,1,0,0,1,0,0,1
16194,255000,DENIZLI,HONAZ,KOCABAS,TARLA,3200,MUSTAKIL PARSEL,309.75,152.33333333333334,0,0,1,0,1,0,1,0
16195,175000,CANAKKALE,MERKEZ,OZBEK,TARLA,400,HISSELI TAPU,516.95,111.0,0,1,0,0,1,0,0,1
16196,375500,KIRKLARELI,MERKEZ,KAVAKLI (CARSI),BAHCE,10100,MUSTAKIL PARSEL,350.0,287.0,0,0,1,0,1,0,1,0
16197,420000,SAKARYA,KARASU,AZIZIYE,I_K,2407,MUSTAKIL PARSEL,90.0,138.0,0,1,0,0,1,0,1,0
16199,420000,BALIKESIR,EDREMIT,YAYLAONU,ZEYTINLIK,6336,MUSTAKIL PARSEL,516.95,12.0,0,0,1,0,1,0,1,0
16201,850000,IZMIR,SEFERIHISAR,ORHANLI,BAHCE,8300,MUSTAKIL PARSEL,6758.833333333333,463.25,0,0,0,0,1,0,0,0
16202,250000,IZMIR,KARABURUN,MORDOGAN,I_K,250,MUSTAKIL PARSEL,7351.9047619047615,623.4848484848485,0,0,1,0,1,0,1,0
16203,1236000,GAZIANTEP,SAHINBEY,KABARCIK,TARLA,17660,MUSTAKIL PARSEL,70.0,63.0,0,1,0,0,1,0,0,0
16206,240000,BURSA,OSMANGAZI,GUNDOGDU,BAHCE,1341,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16207,300000,IZMIR,MENEMEN,BURUNCUK,BAG,4000,MUSTAKIL PARSEL,5268.915384615384,264.3611111111111,0,0,0,0,1,0,0,0
16209,900000,MUGLA,MENTESE,YERKESIK,TARLA,18000,MUSTAKIL PARSEL,1654.1666666666667,205.25,0,0,0,0,1,0,0,0
16210,710000,ANKARA,CANKAYA,BEYTEPE,I_K,568,MUSTAKIL PARSEL,1250.0,9.0,0,0,1,0,1,0,1,0
16211,425000,ISTANBUL,SARIYER,TARABYA,TARLA,216,HISSELI TAPU,1.0,1.0,0,0,1,0,1,0,0,1
16212,199000,KONYA,MERAM,KIZILOREN,TARLA,1347,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,0,0
16214,1700000,YALOVA,CIFTLIKKOY,TASKOPRU (TASKOPRU YENI),TARLA,8500,MUSTAKIL PARSEL,200000.0,2.5,0,0,1,0,1,0,1,0
16217,775000,MUGLA,MENTESE,DUGEREK,TARLA,5001,MUSTAKIL PARSEL,140000.0,51.0,0,0,0,0,1,0,0,0
16218,28000,IZMIR,BAYINDIR,CENIKLER,ZEYTINLIK,400,MUSTAKIL PARSEL,516.95,288.86206896551727,0,0,0,0,1,0,0,0
16219,75000,ISTANBUL,CATALCA,ORCUNLU,TARLA,196,KAT MULKIYETI,1100.0,29.0,0,0,0,0,1,0,0,0
16222,1098000,IZMIR,MENEMEN,FATIH,TARLA,7000,MUSTAKIL PARSEL,481.75,36.0,0,0,1,0,1,0,1,0
16223,82500,ANKARA,CUBUK,KARATAS,TARLA,4220,MUSTAKIL PARSEL,673.0,89.66666666666667,0,0,0,0,1,0,0,0
16224,49000,ANKARA,GOLBASI,TOPAKLI,BAHCE,500,MUSTAKIL PARSEL,3848.1353333333336,2.0,0,0,0,0,1,0,0,0
16225,98000,BALIKESIR,EDREMIT,KADIKOY,BAHCE,250,MUSTAKIL PARSEL,7351.9047619047615,1.0,0,1,0,0,1,0,0,1
16226,48000,ISTANBUL,SILE,CAYIRBASI,M_A,4886,MUSTAKIL PARSEL,10.0,8.0,0,0,1,0,1,0,1,0
16229,650000,IZMIR,SEFERIHISAR,KAVAKDERE,TARLA,2946,MUSTAKIL PARSEL,516.95,5.0,0,0,1,0,1,0,1,0
16230,325000,KIRKLARELI,BABAESKI,YENIMAHALLE,BAHCE,14820,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,1,0,0,0,0
16234,235000,IZMIR,MENEMEN,BOZALAN,BAHCE,5062,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16235,180000,CANAKKALE,BAYRAMIC,KORUCAK,TARLA,12000,MUSTAKIL PARSEL,31330.625,196.125,0,0,0,0,1,0,0,0
16236,18000,BALIKESIR,MANYAS,BOLCEAGAC,BAG,520,MUSTAKIL PARSEL,695.2471428571428,463.0,0,0,1,0,1,0,1,0
16238,150000,TEKIRDAG,SULEYMANPASA,NUSRATFAKI,TARLA,1790,MUSTAKIL PARSEL,516.95,1.0,0,1,0,0,1,0,1,0
16240,1629600,CANAKKALE,LAPSEKI,ILYASKOY,TARLA,16296,MUSTAKIL PARSEL,516.95,4.0,0,1,0,0,1,0,0,0
16241,250000,ANKARA,GOLBASI,KOPARAN,I_K,1259,MUSTAKIL PARSEL,900.0,7.0,0,0,1,0,1,0,1,0
16243,322000,KONYA,MERAM,KOVANAGZI,I_K,495,MUSTAKIL PARSEL,650.0,354.3333333333333,0,0,1,0,1,0,1,0
16244,85000,BILECIK,BOZUYUK,YEDILER,I_K,182,MUSTAKIL PARSEL,2400.0,0.6666666666666666,0,1,0,0,1,0,0,0
16245,850000,ISTANBUL,SARIYER,GUMUSDERE,TARLA,750,HISSELI TAPU,361.9,190.6,0,0,0,0,1,0,0,0
16246,300000,SINOP,MERKEZ,ORDU,TARLA,728,MUSTAKIL PARSEL,516.95,11.0,0,0,0,0,1,0,0,0
16247,175000,BALIKESIR,ALTIEYLUL,PASAKOY,TARLA,1798,MUSTAKIL PARSEL,229.0,9.0,0,1,0,0,1,0,1,0
16248,845000,IZMIR,URLA,OZBEK,I_K,700,MUSTAKIL PARSEL,469.6666666666667,2.3636363636363638,0,0,1,0,1,0,0,0
16249,60000,MERSIN(ICEL),TARSUS,ULAS,TARLA,2300,MUSTAKIL PARSEL,33957.88888888889,502.8181818181818,0,0,0,0,1,0,0,0
16250,85000,EDIRNE,UZUNKOPRU,KURTBEY,BAHCE,5500,MUSTAKIL PARSEL,4148.166666666667,85.0,0,0,1,0,1,1,0,0
16251,850000,MUGLA,MENTESE,KIRAN,BAHCE,1100,MUSTAKIL PARSEL,267.6666666666667,481.0769230769231,0,0,0,0,1,0,0,0
16252,750000,IZMIR,SEFERIHISAR,ORHANLI,ZEYTINLIK,7450,MUSTAKIL PARSEL,142.5,517.0,0,0,0,0,1,0,0,0
16253,1,ANKARA,ETIMESGUT,BAGLICA,I_K,3300,MUSTAKIL PARSEL,1.0,551.0,0,0,1,1,0,0,1,0
16254,126000,TEKIRDAG,SARKOY,TEPEKOY,ZEYTINLIK,2730,MUSTAKIL PARSEL,516.95,2.0,0,1,0,0,1,0,1,0
16255,720000,ANTALYA,AKSU,TOPALLI,TARLA,5122,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,1,0,0
16256,210000,TEKIRDAG,SARAY,BEYAZKOY,I_K,830,MUSTAKIL PARSEL,3000.0,6.0,0,0,1,0,1,0,1,0
16257,365000,BURSA,NILUFER,30 AGUSTOS ZAFER,TARLA,1072,HISSELI TAPU,516.95,4.0,0,1,0,0,1,0,0,1
16258,55000,DIYARBAKIR,BAGLAR,TELLIKAYA,TARLA,3000,MUSTAKIL PARSEL,18.0,13.0,0,0,1,0,1,0,1,0
16259,1100000,KOCAELI,GOLCUK,HAMIDIYE,TARLA,12530,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16260,250000,BURDUR,BUCAK,KARAPINAR,TARLA,4050,MUSTAKIL PARSEL,516.95,4.0,0,0,0,0,1,0,0,0
16262,70000,TEKIRDAG,ERGENE,PINARBASI,OZEL_K,1008,MUSTAKIL PARSEL,486.6666666666667,3.5,0,0,0,0,1,0,0,0
16263,28500,KONYA,MERAM,KIZILOREN,TARLA,1897,MUSTAKIL PARSEL,15.0,4.0,0,0,0,0,1,0,0,0
16265,105000,IZMIR,MENEMEN,YILDIRIM,TARLA,800,HISSELI TAPU,746.5434782608696,487.57142857142856,0,1,0,0,1,0,0,0
16266,175000,BALIKESIR,BURHANIYE,HISARKOY,ZEYTINLIK,2099,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,0,1
16269,180000,BALIKESIR,SUSURLUK,BALIKLIDERE,TARLA,6800,MUSTAKIL PARSEL,36689.0,552.6,0,0,0,0,1,0,0,0
16270,48000,EDIRNE,LALAPASA,VAYSAL,BAHCE,1045,MUSTAKIL PARSEL,320.55,554.0,0,0,0,0,1,0,0,0
16272,210000,ESKISEHIR,TEPEBASI,FEVZICAKMAK,TARLA,4547,HISSELI TAPU,40.0,10.0,0,0,1,0,1,0,0,1
16274,675000,ESKISEHIR,TEPEBASI,YUKARI SOGUTONU,TARLA,1900,MUSTAKIL PARSEL,431.6666666666667,71.66666666666667,0,0,0,0,1,0,0,0
16275,1500000,BURSA,OSMANGAZI,AHMETBEY,TARLA,7417,MUSTAKIL PARSEL,202.0,137.0,0,0,1,0,1,0,1,0
16277,375000,BURSA,MUDANYA,SOGUTPINAR,TARLA,2000,MUSTAKIL PARSEL,34740.208333333336,319.34285714285716,0,0,1,0,1,0,1,0
16278,345000,SAKARYA,SERDIVAN,VATAN,I_K,210,MUSTAKIL PARSEL,635.5,77.5,0,0,0,0,1,0,0,0
16279,65000,KONYA,AKOREN,HACILAR,TARLA,4888,MUSTAKIL PARSEL,17.0,89.66666666666667,0,0,1,0,1,0,0,1
16281,449000,CORUM,MERKEZ,BUHARAEVLER,I_K,1032,MUSTAKIL PARSEL,472.5,10.0,0,0,0,0,1,0,0,0
16282,570000,ANTALYA,KEPEZ,DUACI,M_A,404,MUSTAKIL PARSEL,457.0,226.6,0,0,0,0,1,0,0,0
16283,155000,DUZCE,KAYNASLI,KARACALI,I_K,532,MUSTAKIL PARSEL,1622.95,2.0,0,0,0,0,1,0,0,0
16284,90000,KONYA,MERAM,KIZILOREN,TARLA,7000,MUSTAKIL PARSEL,15.0,22.0,0,1,0,0,1,0,1,0
16289,160000,ANKARA,PURSAKLAR,SIRKELI YESILYURT,I_K,700,MUSTAKIL PARSEL,469.6666666666667,2.3636363636363638,0,0,1,0,1,0,1,0
16290,350000,EDIRNE,ENEZ,GAZIOMERBEY,I_K,120,HISSELI TAPU,1875.0,3.0,0,0,1,0,1,1,0,0
16291,1850000,ANTALYA,MANAVGAT,CENGER,TARLA,6295,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16292,1361150,BURSA,KARACABEY,SAHINKOY,TARLA,7778,MUSTAKIL PARSEL,175.0,89.66666666666667,0,0,1,0,1,0,0,1
16293,280000,TEKIRDAG,SARKOY,GUZELKOY,BAHCE,4000,MUSTAKIL PARSEL,5268.915384615384,264.3611111111111,0,0,0,0,1,0,0,0
16294,125000,HATAY,ARSUZ,ARPADERESI,I_K,232,MUSTAKIL PARSEL,516.95,6.0,0,0,1,0,1,0,1,0
16295,550000,TEKIRDAG,CORLU,ONERLER,I_K,550,MUSTAKIL PARSEL,536.8571428571429,322.05555555555554,0,0,1,0,1,0,1,0
16296,1200000,BURSA,ORHANGAZI,YENIKOY,BAHCE,11950,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16297,285000,IZMIR,SELCUK,SIRINCE,BAHCE,2350,MUSTAKIL PARSEL,100.0,279.8,0,0,1,0,1,0,1,0
16298,100000,BALIKESIR,BANDIRMA,DUTLIMAN,TARLA,1775,MUSTAKIL PARSEL,516.95,266.0,0,0,1,0,1,0,1,0
16300,350000,MERSIN(ICEL),SILIFKE,HIRMANLI,TARLA,6000,MUSTAKIL PARSEL,9529.823999999999,477.9259259259259,0,0,0,0,1,0,0,0
16302,49000,ANKARA,KALECIK,ARKBURK,I_K,400,MUSTAKIL PARSEL,516.95,2.0,0,1,0,1,0,0,1,0
16303,115000,IZMIR,ALIAGA,FATIH,TARLA,1100,HISSELI TAPU,267.6666666666667,481.0769230769231,0,0,0,0,1,0,0,0
16305,1150000,ANTALYA,MANAVGAT,SALKIM EVLER,I_K,638,MUSTAKIL PARSEL,1660.0,1.0,0,0,1,0,1,0,1,0
16306,1150000,KARAMAN,MERKEZ,DERE,TARLA,9600,MUSTAKIL PARSEL,32.0,825.0,0,0,0,0,1,0,1,0
16307,300000,BURDUR,BUCAK,BESKONAK,TARLA,3000,MUSTAKIL PARSEL,589.6111111111111,364.4871794871795,0,0,0,0,1,0,0,0
16308,1250000,AYDIN,SULTANHISAR,ATCA,I_T,4000,MUSTAKIL PARSEL,5268.915384615384,264.3611111111111,0,0,1,0,1,0,1,0
16309,425000,KOCAELI,KARAMURSEL,4 TEMMUZ,I_K,494,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
16310,600000,ISTANBUL,SARIYER,BAHCEKOY YENI,I_K,230,MUSTAKIL PARSEL,470.0,190.9,0,0,0,0,1,0,0,0
16311,600000,SAMSUN,BAFRA,FEVZI CAKMAK,D_A_I,339,MUSTAKIL PARSEL,448.6666666666667,2.0,0,0,0,0,1,0,0,0
16312,139000,DENIZLI,TAVAS,KIZILCABOLUK,BAHCE,1740,MUSTAKIL PARSEL,1.0,1.0,0,0,1,0,1,0,1,0
16313,85000,AMASYA,MERKEZ,CIVI,BAG,500,HISSELI TAPU,3848.1353333333336,297.949494949495,0,1,0,0,1,0,1,0
16314,265000,YALOVA,MERKEZ,SAMANLI,I_K,392,MUSTAKIL PARSEL,1000.0,9.5,0,1,0,0,1,0,1,0
16317,35000,ANTALYA,KUMLUCA,KUZCA,TARLA,7869,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,1,0,0,0,0
16318,260000,IZMIR,SELCUK,SIRINCE,ZEYTINLIK,13000,MUSTAKIL PARSEL,2302.6666666666665,134.57142857142858,0,0,0,0,1,0,0,0
16319,1850000,MERSIN(ICEL),ERDEMLI,KARGIPINARI,K_T,7500,MUSTAKIL PARSEL,3517.7,263.27777777777777,0,0,1,0,1,0,1,0
16321,150000,GAZIANTEP,SAHINBEY,SARISALKIM,I_K,178,HISSELI TAPU,843.0,3.0,0,1,0,0,1,0,1,0
